SUAS_IDENT	SECTOR	NOTE_TYPE	NOTE_NBR	REMARKS	CYCLE_DATE
W285A		EFFECTIVE TIMES	1	Ctc Beaver CON 124.125/328.45.	200512
W285A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, San Diego, DSN 735-1758, C619-545-1758.	200512
W285B		EFFECTIVE TIMES	1	Ctc Beaver CON 124.125/328.45.	200512
W285B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, San Diego, DSN 735-1758, C619-545-1758.	200512
W285C		EFFECTIVE ALTITUDE	1	Ctc Beaver CON 124.125/328.45.	200512
W285C		CONTROLLING AGENCY	1	Using Agcy: USN, CO, FACSFAC, San Diego, DSN735-1758, C619-545-1758.	200512
W285D		EFFECTIVE TIMES	1	Ctc Beaver CON 124.125/328.45.	200602
W285D		CONTROLLING AGENCY	1	Using Agcy: USN, CO, FACSFAC, San Diego, DSN735-1758, C619-545-1758.	200602
W289		EFFECTIVE TIMES	1	Ctc Plead CON on 306.6/127.55/5080 or Los Angeles ARTCC.	200503
W289		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu NAS, DSN 351-7545/7358, C805-989-7545/7358.	200102
W289N		EFFECTIVE TIMES	1	Ctc Plead CON on 306.6/127.55/5080 or Los Angeles ARTCC.	200503
W289N		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu NAS, DSN 351-7545/7358, C805-989-7545/7358.	200102
W290		EFFECTIVE TIMES	1	Ints sfc and air opr haz to non-participating units. Ctc Plead CON prior to entry in W290 on 306.6/127.55/5080 or Los Angeles ARTCC.	200503
W290		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu NAS, DSN 351-7545/7358, C805-989-7545/7358.	200102
W291		EFFECTIVE TIMES	1	All acft ctc BEAVER on 266.9/120.85 when N or 289.9/118.65 when S of MZB (N32 47W117 14) 247 rad or Los Angeles Center/Hawthorne AFSS. Ints sfc and air opr hazto non-participating units. Radar coverage ltd to aprx 250 NM. Opr W of 121 , a	200105
W291		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, San Diego NAS, DSN 735-1758, C619-545-1758.	200105
W368A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W368A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W368B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W368B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W368C		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W368C		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W368D		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W368D		CONTROLLING AGENCY	1	Using Agcy-Atlantic Feet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W369A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W369A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W369B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W369B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W369C		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W369C		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W369D		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W369D		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W369E		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W369E		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W369F		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W369F		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W370A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W370A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W370B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W370B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W371		CONTROLLING AGENCY	1	Using Agcy-Puerto Rico Air National Guard (PRANG), San Juan, RQ, DSN 740-9629, C787-253-7629.	200408
W372A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, Roosevelt Roads NS, RQ, DSN 831-5218/ 4194, C787-865-5218/4194.	200102
W372B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W372C		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372C		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac., (AFWTF), Roosevelt Roads NS, RQ, DSN 831-5218/4194, C787-865-5218/4194.	200102
W372D		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372D		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W372E		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372E		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W372F		EFFECTIVE TIMES	1	VFR acft must  ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372F		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W372G		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W372G		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W373A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W373A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W373B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W373B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W373C		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W373C		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W373D		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W373D		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W374		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W375		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W376		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W377A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W377A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W377B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W377B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W386		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/238.1/350.0.	200103
W386		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200102
W386(A)		GENERAL	1	This airspace is an exclusion of W386.	200102
W386(A)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/238.1/350.0.	200103
W386(A)		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200102
W387A		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/238.1/350.0.	200103
W387A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200103
W387B		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/238.1/350.0.	200103
W387B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200102
W412		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu NAS, DSN 351-7545/7358, C805-989-7545/7358.	200103
W428		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W428		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W429A		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W429A		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W429B		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W429B		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W429C		EFFECTIVE TIMES	1	VFR acft must ctc San Juan IFSS 123.65 or 255.4 prior to transiting area.	200102
W429C		CONTROLLING AGENCY	1	Using Agcy-Atlantic Fleet Weapons Trng Fac, (AFWTF), Roosevelt Roads NS, RQ, DSN831-5218/4194, C787-865-5218/4194.	200102
W453		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of MS, Jackson. Sked Agcy-CO, ANG CRTC-GULFPORT, Gulfport, DSN 363-6027, C228-214-6027.	200107
W465A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for WarnIng Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come, first served.	200102
W465B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come, first served.	200102
W465C		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Key West NAS. Sked Coord-CO, Key West NAS, DSN 483-2430, C305-293-2430, ask for Warning Area Coord Mon-Fri 1300-2100Z++. 48 hr advanced ntcrqr. Itinerant units sked first come, first served.	200102
W470A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200102
W470B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200102
W470C		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200102
W470D		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200105
W470E		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200105
W470F		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Air Armament Cntr, Eglin AFB. Sked Agcy-46 OSS/OSCS, EglinAFB, C850-882-5800.	200109
W497A		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 1st Range OPS Squadron, Cape Canaveral AFS, DSN 467-5941, C321-853-5941.	200413
W497B		EFFECTIVE ALTITUDE	1	Excld blw 5000' in a corridor 2 1/2 SM ea side of a line fr N27 00 W79 00 to N2715 W78 24 to N27 00 W77 43.	200102
W497B		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 1st Range OPS Squadron, Cape Canaveral AFS, DSN 467-5941, C321-853-5941.	200413
W506		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, NE ADS/DOOS, DSN 587-6247. Mil acft not under ARTCC ctl, ctc Huntress CON 364.2 entering and leaving W506.	200103
W50A		EFFECTIVE TIMES	1	Ctc Giant Killer CON 125.375/233.7/271.5..	200103
W50A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, DSN 433-1218/1220, C757-433-1218/1220.	200012
W50B		EFFECTIVE TIMES	1	Ctc Giant Killer CON 125.375/233.7/271.5.	200103
W50B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, DSN 433-1218/1220, C757-433-1218/1220.	200012
W50C		EFFECTIVE TIMES	1	Ctc Giant Killer CON 125.375/233.7/271.5.	200103
W50C		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, DSN 433-1218/1220, C757-433-1218/1220.	200012
W513		CONTROLLING AGENCY	1	Using Agcy-USN, CO, FACSFAC, San Diego NAS DSN 735-1758, C619-545-1758.	200601
W517		CONTROLLING AGENCY	1	Ctl Agcy-FAA, Guam CERAP.  Using Agcy-COMNAVMARIANAS, Guam DSN 339-4157.	200210
W532		EFFECTIVE TIMES	1	Ctc Plead CON 306.6/127.55/5080 or Los Angeles ARTCC.	200503
W532		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu NAS, DSN 351-7545/7358, C805-989-7545/7358.	200102
W537		GENERAL	1	This airspace included in Control Area 1176.	200102
W537		EFFECTIVE TIMES	1	Ctc Plead CON 306.6/127.55/5080 or Los Angeles ARTCC.	200503
W537		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu NAS, DSN 351-7545/7358, C805-989-7545/7358.	200102
W54A		CONTROLLING AGENCY	1	Naval Air Reserve, NAS JRB New Orleans, La.	200511
W54B		CONTROLLING AGENCY	1	Naval Air Reserve, NAS JRB New Orleans, La.	200511
W54C		CONTROLLING AGENCY	1	Naval Air Reserve, NAS JRB New Orleans, La.	200511
W570		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, Western Air Defense Sctr, McChord AFB, WA, Sked DSN 382-4604, C253-982-4604.	200101
W59A		CONTROLLING AGENCY	1	Using Agcy-USN, CO, 159th Ftr Gp, New Orleans NAS JRB.	200012
W59B		CONTROLLING AGENCY	1	Using Agcy-USN, CO, 159th Ftr Gp, New Orleans NAS JRB.	200012
W59C		CONTROLLING AGENCY	1	Using Agcy-USN, CO, 159th Ftr Gp, New Orleans NAS JRB.	200012
W60		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu. Sked Agcy-Rng Sked Office, DSN 351-7545/7358, C805-989-7545/7358.	200012
W602		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, STRATCOMWG 1, Tinker AFB, Oklahoma City, OK and USAF, CO, 1st ACCS, Offut AFB, Omaha, NE.	200010
W61		CONTROLLING AGENCY	1	Using Agcy-USN, CO, Naval Air Warfare Cntr Weapons Div, Point Mugu. Sked Agcy-Rng Sked Office, DSN 351-7545/7358, C805-989-7545/7358.	200012
W612		CONTROLLING AGENCY	1	Using Agcy-USAF, CO, 3 Wg, Elmendorf AFB, DSN 317-552-2406/5470, C907-552-2406/5470.	200102
W72(13)A		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(13)A		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(13)B		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(13)B		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(1A)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(1A)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(1B)		EFFECTIVE ALTITUDE	1	W of W75 30 to but not incl 2000'.	200012
W72(1B)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(1B)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200103
W72(1C)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(1C)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(1D)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(1D)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(1E)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(1E)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(1F)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(1F)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(20)A		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(20)A		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(20)B		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(20)B		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(2A)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(2A)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(2B)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(2B)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(2C)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(2C)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(2D)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(2D)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(2E)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(2E)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(2F)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(2F)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(3A)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(3A)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(3B)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(3B)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(3C)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(3C)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(3D)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(3D)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W72(3E)		EFFECTIVE TIMES	1	Ctc Giant Killer CON 118.125/233.7/271.5.	200408
W72(3E)		CONTROLLING AGENCY	1	Using/Sked Agcy-PPR-USN, CO, FACSFAC, VACAPES, Oceana NAS, Virginia Beach, VA, 23460, DSN 433-1218/1220, C757-433-1218/1220.	200404
W74(A)		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Beaufort MCAS, DSN 832-7301/7302/7303, C803-522-7301/7302/7303.	200013
W74(B)		CONTROLLING AGENCY	1	Using/Sked Agcy-USMC, CO, Beaufort MCAS, DSN 832-7301/7302/7303, C803-522-7301/7302/7303.	200013
W92		CONTROLLING AGENCY	1	Using Agcy-USN, CO, New Orleans NAS JRB, DSN 678-3100, C504-678-3100. Sked by fone; flw-up after use/cnl by fone/msg with actual use time/reason for cnl rqr.	200013
W93(A)		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of OR, OR ANG, Salem. Sked Agcy-Western Air Defense Sector, McChord AFB, WA, DSN 382-4604.	200410
W93(B)		CONTROLLING AGENCY	1	Using Agcy-Adjutant General, State of OR, OR ANG, Salem. Sked Agcy--Western AirDefense Sector, McChord AFB, WA, DSN 382-4604.	200410
WMD227		EFFECTIVE TIMES	1	72 hr ntc.	199912
WMD230		EFFECTIVE ALTITUDE	1	When act necessitates, alt increased to 9500' by NOTAM with 48 hr ntc.	200012
WMD231		EFFECTIVE ALTITUDE	1	When ATC necessitates, alt increased to 9500' by NOTAM with 48 hr ntc.	200309
WMD413A		EFFECTIVE ALTITUDE	1	except above WMKL CTA, lower limit 10,500'.	200309
WMR103B		EFFECTIVE TIMES	1	Mon-Sat 2330-1030Z , Sun By NOTAM.	200012
